Mnemonic,Description,,"Std Chg","CPT or HCPC ","Rev Code","Inpt or Outpt","Aetna Commercial","AllWays Commercial","AllWays MassHealth","Beacon Commercial","Beacon Medicaid","Beacon Medicare","BCBSMA HMO Commercial","BCBSMA IND Commercial","BCBSMA PPO Commercial",BMCHNP,"CDPHP Commercial","CIGNA Commercial","Connecticare Commercial","FALLON Commercial","Fallon MCRHMO","Fallon Navicare","First Health Coventry",HPHC,HNE,"HNE MCRHMO",Multiplan,MVP,"Self Pay","Tufts Public Plan Masshealth & QHP Subsidized","Tufts Public Plan QHP Non Subsidized",Tufts,Unicare,United,"United Optum BH Commercial","United Optum BH Medicaid",Min,Max
12041PE000,"Rep Intrm N/H/F/E/G </2.5cm ","Professional Service",410.43,12041,0981,IP,118.92,359.085207,197.00639999999999,N/A,N/A,N/A,Grouper,Grouper,Grouper,136.1255,369.387,369.387,389.9085,289.92580000000004,173.63500000000002,197.3125,389.9085,206.36,373.15109616,157.85,369.387,N/A,389.9085,130.20700000000002,297.56175,348.8655,420.98,369.387,N/A,N/A,118.92,420.98
12042PE000,"Rpr Interm N/HF/Gen 2.6-7.5cm","Professional Service",601.11,12042,0981,OP,151.4,525.911139,222.4107,N/A,N/A,N/A,294.59064,294.59064,294.59064,181.42399999999998,540.999,540.999,571.0545,370.7242,232.30900000000003,263.9875,559.0323000000001,275.8,449.40813216,211.19,540.999,N/A,571.0545,173.536,435.80475,510.9435,510.89,540.999,N/A,N/A,151.4,571.0545
12042PE000,"Rpr Interm N/HF/Gen 2.6-7.5cm","Professional Service",625.14,12042,0981,IP,151.4,546.934986,300.06719999999996,N/A,N/A,N/A,Grouper,Grouper,Grouper,181.42399999999998,562.626,562.626,593.8829999999999,370.7242,232.30900000000003,263.9875,593.8829999999999,275.8,449.40813216,211.19,562.626,N/A,593.8829999999999,173.536,453.2265,531.369,510.89,562.626,N/A,N/A,151.4,593.8829999999999
12044PE000,"Rpr Interm N/HF/Gen 7.6-12.5cm","Professional Service",596.42,12044,0981,OP,161.81,521.807858,220.6754,N/A,N/A,N/A,319.36041000000006,319.36041000000006,319.36041000000006,193.2805,536.778,536.778,566.5989999999999,393.856,252.95600000000002,287.45,554.6706,301.22,556.6763628,229.96,536.778,N/A,566.5989999999999,184.877,432.4045,506.95699999999994,637.12,536.778,N/A,N/A,161.81,637.12
12044PE000,"Rpr Interm N/HF/Gen 7.6-12.5cm","Professional Service",620.28,12044,0981,IP,161.81,542.682972,297.7344,N/A,N/A,N/A,Grouper,Grouper,Grouper,193.2805,558.252,558.252,589.266,393.856,252.95600000000002,287.45,589.266,301.22,556.6763628,229.96,558.252,N/A,589.266,184.877,449.703,527.2379999999999,637.12,558.252,N/A,N/A,161.81,637.12
12045PE000,"Rep Intrm N/H/F/E/G 12.6-20 cm","Professional Service",750.83,12045,0981,OP,205.29,656.9011670000001,277.8071,N/A,N/A,N/A,403.53432000000004,403.53432000000004,403.53432000000004,244.27149999999997,675.7470000000001,675.7470000000001,713.2885,486.32890000000003,318.824,362.29999999999995,698.2719000000001,379.46,612.5981892,289.84,675.7470000000001,N/A,713.2885,233.651,544.35175,638.2055,708.12,675.7470000000001,N/A,N/A,205.29,713.2885
12045PE000,"Rep Intrm N/H/F/E/G 12.6-20 cm","Professional Service",780.87,12045,0981,IP,205.29,683.183163,374.81759999999997,N/A,N/A,N/A,Grouper,Grouper,Grouper,244.27149999999997,702.783,702.783,741.8265,486.32890000000003,318.824,362.29999999999995,741.8265,379.46,612.5981892,289.84,702.783,N/A,741.8265,233.651,566.13075,663.7395,708.12,702.783,N/A,N/A,205.29,741.8265
12046PE000,"Rpr Intrm N/H/F/E/G 20.1-30cm","Professional Service",892.2,12046,0981,OP,230.73,780.58578,330.11400000000003,N/A,N/A,N/A,469.50684,469.50684,469.50684,275.89649999999995,802.98,802.98,847.59,553.9324,371.9100000000001,422.625,829.7460000000001,444.01,740.20162944,338.1,802.98,N/A,847.59,263.901,646.845,758.37,837.22,802.98,N/A,N/A,230.73,847.59
12046PE000,"Rpr Intrm N/H/F/E/G 20.1-30cm","Professional Service",927.89,12046,0981,IP,230.73,811.810961,445.38719999999995,N/A,N/A,N/A,Grouper,Grouper,Grouper,275.89649999999995,835.101,835.101,881.4955,553.9324,371.9100000000001,422.625,881.4955,444.01,740.20162944,338.1,835.101,N/A,881.4955,263.901,672.72025,788.7065,837.22,835.101,N/A,N/A,230.73,881.4955
12047PE000,"REP Intrm N/H/F/E/G >30 cm","Professional Service",985.57,12047,0981,OP,284.8,862.2751930000001,364.6609,N/A,N/A,N/A,522.15012,522.15012,522.15012,307.7055,887.013,887.013,936.2915,621.9341000000001,414.447,470.9625,916.5801000000001,495.36,812.9000037600001,376.77,887.013,N/A,936.2915,294.327,714.5382500000001,837.7345,972.19,887.013,N/A,N/A,284.8,972.19
12047PE000,"REP Intrm N/H/F/E/G >30 cm","Professional Service",1024.99,12047,0981,IP,284.8,896.7637510000001,491.9952,N/A,N/A,N/A,Grouper,Grouper,Grouper,307.7055,922.491,922.491,973.7405,621.9341000000001,414.447,470.9625,973.7405,495.36,812.9000037600001,376.77,922.491,N/A,973.7405,294.327,743.11775,871.2415,972.19,922.491,N/A,N/A,284.8,973.7405
12051PE000,"Rep Intrm F/E/E/N/L/M </2.5 cm","Professional Service",417.41,12051,0981,OP,129.9,365.19200900000004,154.4417,N/A,N/A,N/A,253.66458000000003,253.66458000000003,253.66458000000003,155.44549999999998,375.66900000000004,375.66900000000004,396.53950000000003,319.9537,199.82600000000002,227.075,388.19130000000007,237.17,403.65391056000004,181.66,375.66900000000004,N/A,396.53950000000003,148.687,302.62225,354.7985,457.26,375.66900000000004,N/A,N/A,129.9,457.26
12051PE000,"Rep Intrm F/E/E/N/L/M </2.5 cm","Professional Service",434.09,12051,0981,IP,129.9,379.78534099999996,208.36319999999998,N/A,N/A,N/A,Grouper,Grouper,Grouper,155.44549999999998,390.681,390.681,412.3855,319.9537,199.82600000000002,227.075,412.3855,237.17,403.65391056000004,181.66,390.681,N/A,412.3855,148.687,314.71524999999997,368.9765,457.26,390.681,N/A,N/A,129.9,457.26
12052PE000,"Rpr Interm Face/MM 2.6-5.0cm","Professional Service",600.72,12052,0981,OP,154.04,525.569928,222.2664,N/A,N/A,N/A,299.547,299.547,299.547,184.43699999999998,540.648,540.648,570.684,383.4123,236.35700000000003,268.5875,558.6696000000001,280.69,457.03383576000004,214.87,540.648,N/A,570.684,176.418,435.522,510.612,519.28,540.648,N/A,N/A,154.04,570.684
12052PE000,"Rpr Interm Face/MM 2.6-5.0cm","Professional Service",624.74,12052,0981,IP,154.04,546.585026,299.8752,N/A,N/A,N/A,Grouper,Grouper,Grouper,184.43699999999998,562.2660000000001,562.2660000000001,593.5029999999999,383.4123,236.35700000000003,268.5875,593.5029999999999,280.69,457.03383576000004,214.87,562.2660000000001,N/A,593.5029999999999,176.418,452.93649999999997,531.029,519.28,562.2660000000001,N/A,N/A,154.04,593.5029999999999
12053PE000,"Rep Int F/E/E/N/L/M 5.1-7.5 cm","Professional Service",493.36,12053,0981,OP,163.76,431.640664,182.5432,N/A,N/A,N/A,322.31979,322.31979,322.31979,196.40849999999998,444.024,444.024,468.692,401.4399,254.90300000000002,289.66249999999997,458.82480000000004,303.18,534.81601248,231.73,444.024,N/A,468.692,187.869,357.686,419.356,611.55,444.024,N/A,N/A,163.76,611.55
12053PE000,"Rep Int F/E/E/N/L/M 5.1-7.5 cm","Professional Service",513.11,12053,0981,IP,163.76,448.919939,246.2928,N/A,N/A,N/A,Grouper,Grouper,Grouper,196.40849999999998,461.79900000000004,461.79900000000004,487.4545,401.4399,254.90300000000002,289.66249999999997,487.4545,303.18,534.81601248,231.73,461.79900000000004,N/A,487.4545,187.869,372.00475,436.1435,611.55,461.79900000000004,N/A,N/A,163.76,611.55
12054PE000,"Rpr Interm Face/MM 7.6-12.5 cm","Professional Service",541.62,12054,0981,OP,170.18,473.863338,200.39939999999999,N/A,N/A,N/A,326.96337000000005,326.96337000000005,326.96337000000005,199.43299999999996,487.458,487.458,514.539,420.53540000000004,260.117,295.5875,503.70660000000004,310.52,558.70988376,236.47,487.458,N/A,514.539,190.762,392.67449999999997,460.377,635.61,487.458,N/A,N/A,170.18,635.61
12054PE000,"Rpr Interm Face/MM 7.6-12.5 cm","Professional Service",563.27,12054,0981,IP,170.18,492.804923,270.3696,N/A,N/A,N/A,Grouper,Grouper,Grouper,199.43299999999996,506.943,506.943,535.1065,420.53540000000004,260.117,295.5875,535.1065,310.52,558.70988376,236.47,506.943,N/A,535.1065,190.762,408.37075,478.7795,635.61,506.943,N/A,N/A,170.18,635.61
12055PE000,"Rep Intrm F/EEN/L/M 12.6-20cm","Professional Service",826.58,12055,0981,OP,225.93,723.174842,305.8346,N/A,N/A,N/A,447.23931,447.23931,447.23931,275.77,743.922,743.922,785.251,544.7195,354.959,403.3625,768.7194000000001,423.47,724.95022224,322.69,743.922,N/A,785.251,263.78000000000003,599.2705,702.593,823.65,743.922,N/A,N/A,225.93,823.65
12055PE000,"Rep Intrm F/EEN/L/M 12.6-20cm","Professional Service",859.64,12055,0981,IP,225.93,752.099036,412.62719999999996,N/A,N/A,N/A,Grouper,Grouper,Grouper,275.77,773.676,773.676,816.6579999999999,544.7195,354.959,403.3625,816.6579999999999,423.47,724.95022224,322.69,773.676,N/A,816.6579999999999,263.78000000000003,623.2389999999999,730.694,823.65,773.676,N/A,N/A,225.93,823.65
12056PE000,"Rep Intrm F/EEN/L/M 20.1-30 cm","Professional Service",1051.03,12056,0981,OP,259.98,919.546147,388.8811,N/A,N/A,N/A,577.62045,577.62045,577.62045,340.9405,945.927,945.927,998.4784999999999,685.2841000000001,456.13700000000006,518.3375,977.4579,542.79,856.6207044,414.67,945.927,N/A,998.4784999999999,326.1170000000001,761.9967499999999,893.3755,861.95,945.927,N/A,N/A,259.98,998.4784999999999
12056PE000,"Rep Intrm F/EEN/L/M 20.1-30 cm","Professional Service",1093.08,12056,0981,IP,259.98,956.335692,524.6783999999999,N/A,N/A,N/A,Grouper,Grouper,Grouper,340.9405,983.7719999999999,983.7719999999999,1038.426,685.2841000000001,456.13700000000006,518.3375,1038.426,542.79,856.6207044,414.67,983.7719999999999,N/A,1038.426,326.1170000000001,792.483,929.1179999999999,861.95,983.7719999999999,N/A,N/A,259.98,1038.426
12057PE000,"Rep Intrm F/EEN/L/M > 30 cm","Professional Service",1221.38,12057,0981,OP,280.23,1068.585362,451.91060000000004,N/A,N/A,N/A,637.6982700000001,637.6982700000001,637.6982700000001,363.3539999999999,1099.2420000000002,1099.2420000000002,1160.3110000000001,742.5163,504.26200000000006,573.025,1135.8834000000002,600.49,908.4754888800001,458.42,1099.2420000000002,N/A,1160.3110000000001,347.556,885.5005000000001,1038.173,945.71,1099.2420000000002,N/A,N/A,280.23,1160.3110000000001
12057PE000,"Rep Intrm F/EEN/L/M > 30 cm","Professional Service",1270.24,12057,0981,IP,280.23,1111.332976,609.7152,N/A,N/A,N/A,Grouper,Grouper,Grouper,363.3539999999999,1143.2160000000001,1143.2160000000001,1206.728,742.5163,504.26200000000006,573.025,1206.728,600.49,908.4754888800001,458.42,1143.2160000000001,N/A,1206.728,347.556,920.924,1079.704,945.71,1143.2160000000001,N/A,N/A,280.23,1206.728
13100PE000,"Rpr Cmplx Trunk 1.1-2.5 cm","Professional Service",681.97,13100,0981,OP,155.19,596.655553,252.3289,N/A,N/A,N/A,302.22969,302.22969,302.22969,185.97799999999998,613.773,613.773,647.8715,434.16470000000004,238.97500000000002,271.5625,634.2321000000001,284.11,516.51432384,217.25,613.773,N/A,647.8715,177.89200000000002,494.42825,579.6745,593.52,613.773,N/A,N/A,155.19,647.8715
13100PE000,"Rpr Cmplx Trunk 1.1-2.5 cm","Professional Service",709.25,13100,0981,IP,155.19,620.522825,340.44,N/A,N/A,N/A,Grouper,Grouper,Grouper,185.97799999999998,638.325,638.325,673.7875,434.16470000000004,238.97500000000002,271.5625,673.7875,284.11,516.51432384,217.25,638.325,N/A,673.7875,177.89200000000002,514.20625,602.8625,593.52,638.325,N/A,N/A,155.19,673.7875
13101PE000,"Rpr Cmplx Trunk 2.6-7.5 cm","Professional Service",823.21,13101,0981,OP,191.26,720.226429,304.5877,N/A,N/A,N/A,373.19466000000006,373.19466000000006,373.19466000000006,229.9195,740.889,740.889,782.0495,526.7642999999999,294.16200000000003,334.27500000000003,765.5853000000001,349.15,609.54790776,267.42,740.889,N/A,782.0495,219.92300000000003,596.82725,699.7285,702.9,740.889,N/A,N/A,191.26,782.0495
13101PE000,"Rpr Cmplx Trunk 2.6-7.5 cm","Professional Service",856.13,13101,0981,IP,191.26,749.028137,410.94239999999996,N/A,N/A,N/A,Grouper,Grouper,Grouper,229.9195,770.517,770.517,813.3235,526.7642999999999,294.16200000000003,334.27500000000003,813.3235,349.15,609.54790776,267.42,770.517,N/A,813.3235,219.92300000000003,620.69425,727.7105,702.9,770.517,N/A,N/A,191.26,813.3235
13120PE000,"Rpr Cmplx Sclp/A/L 1.1-2.5 cm","Professional Service",708.92,13120,0981,OP,178.97,620.234108,262.30039999999997,N/A,N/A,N/A,349.29105000000004,349.29105000000004,349.29105000000004,214.30249999999998,638.028,638.028,673.4739999999999,454.8711,275.209,312.7375,659.2956,326.65,539.39143464,250.19,638.028,N/A,673.4739999999999,204.985,513.967,602.582,620.1,638.028,N/A,N/A,178.97,673.4739999999999
13120PE000,"Rpr Cmplx Sclp/A/L 1.1-2.5 cm","Professional Service",737.29,13120,0981,IP,178.97,645.055021,353.89919999999995,N/A,N/A,N/A,Grouper,Grouper,Grouper,214.30249999999998,663.561,663.561,700.4254999999999,454.8711,275.209,312.7375,700.4254999999999,326.65,539.39143464,250.19,663.561,N/A,700.4254999999999,204.985,534.5352499999999,626.6964999999999,620.1,663.561,N/A,N/A,178.97,700.4254999999999
13121PE000,"Rpr Cmplx Sclp/A/L 2.6-7.5 cm","Professional Service",752.91,13121,0981,OP,200.68,658.720959,278.57669999999996,N/A,N/A,N/A,389.48328000000004,389.48328000000004,389.48328000000004,241.3275,677.619,677.619,715.2644999999999,608.1238000000001,308.374,350.42499999999995,700.2063,366.75,655.30212936,280.34,677.619,N/A,715.2644999999999,230.835,545.85975,639.9735,756.21,677.619,N/A,N/A,200.68,756.21
13121PE000,"Rpr Cmplx Sclp/A/L 2.6-7.5 cm","Professional Service",783.02,13121,0981,IP,200.68,685.064198,375.84959999999995,N/A,N/A,N/A,Grouper,Grouper,Grouper,241.3275,704.718,704.718,743.8689999999999,608.1238000000001,308.374,350.42499999999995,743.8689999999999,366.75,655.30212936,280.34,704.718,N/A,743.8689999999999,230.835,567.6895,665.567,756.21,704.718,N/A,N/A,200.68,756.21
13122PE000,"Rpr Cmplx S/A/L ea addl </5cm","Professional Service",261.84,13122,0981,OP,63.2,229.08381599999998,96.8808,N/A,N/A,N/A,124.0293,124.0293,124.0293,76.1645,235.65599999999998,235.65599999999998,248.74799999999996,157.4881,99.03300000000002,112.5375,243.5112,118.34,201.31857504,90.03,235.65599999999998,N/A,248.74799999999996,72.85300000000001,189.83399999999997,222.56399999999996,233.73,235.65599999999998,N/A,N/A,63.2,248.74799999999996
13122PE000,"Rpr Cmplx S/A/L ea addl </5cm","Professional Service",272.3,13122,0981,IP,63.2,238.23527,130.704,N/A,N/A,N/A,Grouper,Grouper,Grouper,76.1645,245.07000000000002,245.07000000000002,258.685,157.4881,99.03300000000002,112.5375,258.685,118.34,201.31857504,90.03,245.07000000000002,N/A,258.685,72.85300000000001,197.4175,231.455,233.73,245.07000000000002,N/A,N/A,63.2,258.685
13132PE000,"Rpr Cmplx F/N/G/HF 2.6-7.5 cm","Professional Service",1443.03,13132,0981,OP,235.49,1262.506947,533.9211,N/A,N/A,N/A,456.87534,456.87534,456.87534,283.981,1298.727,1298.727,1370.8784999999998,871.1892,362.0760000000001,411.45000000000005,1342.0179,430.81,729.5256444,329.16,1298.727,N/A,1370.8784999999998,271.634,1046.1967499999998,1226.5755,840.11,1298.727,N/A,N/A,235.49,1370.8784999999998
13132PE000,"Rpr Cmplx F/N/G/HF 2.6-7.5 cm","Professional Service",1500.77,13132,0981,IP,235.49,1313.023673,720.3696,N/A,N/A,N/A,Grouper,Grouper,Grouper,283.981,1350.693,1350.693,1425.7314999999999,871.1892,362.0760000000001,411.45000000000005,1425.7314999999999,430.81,729.5256444,329.16,1350.693,N/A,1425.7314999999999,271.634,1088.05825,1275.6544999999999,840.11,1350.693,N/A,N/A,235.49,1425.7314999999999
13133PE000,"Rpr Cmplx F/N/HF ea Addl</5cm","Professional Service",789,13133,0981,OP,97.36,690.2961,291.93,N/A,N/A,N/A,189.38829,189.38829,189.38829,117.35749999999999,710.1,710.1,749.55,243.51739999999998,151.09600000000003,171.70000000000002,733.77,180.44,268.93314696,137.36,710.1,N/A,749.55,112.25500000000001,572.025,670.65,311.46,710.1,N/A,N/A,97.36,749.55
13133PE000,"Rpr Cmplx F/N/HF ea Addl</5cm","Professional Service",789,13133,0981,IP,97.36,690.2961,378.71999999999997,N/A,N/A,N/A,Grouper,Grouper,Grouper,117.35749999999999,710.1,710.1,749.55,243.51739999999998,151.09600000000003,171.70000000000002,749.55,180.44,268.93314696,137.36,710.1,N/A,749.55,112.25500000000001,572.025,670.65,311.46,710.1,N/A,N/A,97.36,749.55
13151PE000,"Rpr Cmplx Eyld/N/E/L 1.1-2.5cm","Professional Service",947.38,13151,0981,OP,215.23,828.862762,350.5306,N/A,N/A,N/A,419.41392,419.41392,419.41392,258.957,852.642,852.642,900.011,587.6165,332.38700000000006,377.71250000000003,881.0634,395.6,647.16804552,302.17,852.642,N/A,900.011,247.69800000000004,686.8505,805.273,743.71,852.642,N/A,N/A,215.23,900.011
13151PE000,"Rpr Cmplx Eyld/N/E/L 1.1-2.5cm","Professional Service",985.27,13151,0981,IP,215.23,862.012723,472.9296,N/A,N/A,N/A,Grouper,Grouper,Grouper,258.957,886.743,886.743,936.0065,587.6165,332.38700000000006,377.71250000000003,936.0065,395.6,647.16804552,302.17,886.743,N/A,936.0065,247.69800000000004,714.32075,837.4794999999999,743.71,886.743,N/A,N/A,215.23,936.0065
13152PE000,"Rpr Cmplx Eyld/N/E/L 2.6-7.5cm","Professional Service",1290.1,13152,0981,OP,260.29,1128.70849,477.33699999999993,N/A,N/A,N/A,504.52617000000004,504.52617000000004,504.52617000000004,313.81199999999995,1161.09,1161.09,1225.5949999999998,783.3499,400.136,454.7,1199.793,476.29,772.2295845599999,363.76,1161.09,N/A,1225.5949999999998,300.168,935.3224999999999,1096.5849999999998,891.23,1161.09,N/A,N/A,260.29,1225.5949999999998
13152PE000,"Rpr Cmplx Eyld/N/E/L 2.6-7.5cm","Professional Service",1297.59,13152,0981,IP,260.29,1135.261491,622.8431999999999,N/A,N/A,N/A,Grouper,Grouper,Grouper,313.81199999999995,1167.831,1167.831,1232.7105,783.3499,400.136,454.7,1232.7105,476.29,772.2295845599999,363.76,1167.831,N/A,1232.7105,300.168,940.7527499999999,1102.9515,891.23,1167.831,N/A,N/A,260.29,1232.7105
13160PE000,"Secondary Clos Surg Wound","Professional Service",2271.05,13160,0981,OP,600.25,1986.941645,840.2885000000001,N/A,N/A,N/A,1187.06025,1187.06025,1187.06025,719.6355,2043.9450000000002,2043.9450000000002,2157.4975,1484.7792000000002,942.326,1070.825,2112.0765,1124.21,1216.0455340800002,856.66,2043.9450000000002,N/A,2157.4975,688.347,1646.51125,1930.3925000000002,1383.37,2043.9450000000002,N/A,N/A,600.25,2157.4975
13160PE000,"Secondary Clos Surg Wound","Professional Service",2361.88,13160,0981,IP,600.25,2066.408812,1133.7024,N/A,N/A,N/A,Grouper,Grouper,Grouper,719.6355,2125.692,2125.692,2243.786,1484.7792000000002,942.326,1070.825,2243.786,1124.21,1216.0455340800002,856.66,2125.692,N/A,2243.786,688.347,1712.363,2007.598,1383.37,2125.692,N/A,N/A,600.25,2243.786
14040PE000,"Tis Trnfr F/A/G/H/F </10 sqcm","Professional Service",1895.42,14040,0981,OP,478.76,1658.302958,701.3054,N/A,N/A,N/A,932.51748,932.51748,932.51748,573.62,1705.8780000000002,1705.8780000000002,1800.649,1196.3557,734.6350000000001,834.8125,1762.7406,871.89,1156.05666576,667.85,1705.8780000000002,N/A,1800.649,548.6800000000001,1374.1795,1611.107,1336.23,1705.8780000000002,N/A,N/A,478.76,1800.649
14040PE000,"Tis Trnfr F/A/G/H/F </10 sqcm","Professional Service",1971.23,14040,0981,IP,478.76,1724.629127,946.1904,N/A,N/A,N/A,Grouper,Grouper,Grouper,573.62,1774.107,1774.107,1872.6685,1196.3557,734.6350000000001,834.8125,1872.6685,871.89,1156.05666576,667.85,1774.107,N/A,1872.6685,548.6800000000001,1429.14175,1675.5455,1336.23,1774.107,N/A,N/A,478.76,1872.6685
15002PW000,"Surgical Prep Of Recipient","Professional Service",447.56,15002,0960,OP,168.13,391.570244,165.5972,N/A,N/A,N/A,263.70235199999996,283.30548,277.666224,202.07799999999997,402.80400000000003,402.80400000000003,425.18199999999996,416.4629,263.659,299.6125,N/A,315.41,530.24059032,239.69,402.80400000000003,N/A,425.18199999999996,193.292,324.481,380.426,609.88,402.80400000000003,N/A,N/A,165.5972,609.88
15002W0000,"Surgical Prep Of Recipient","Facility ",665.04,15002,0761,OP,591.22056,581.843496,246.0648,N/A,N/A,N/A,391.84156799999994,420.97031999999996,412.59081599999996,N/A,598.536,598.536,631.7879999999999,618.4872,1997.0845398255028,2282.382331229146,618.4872,631.7879999999999,503.967312,2187.2830674279317,598.536,598.536,631.7879999999999,406.33943999999997,464.86295999999993,565.284,392.37359999999995,598.536,N/A,N/A,246.0648,2282.382331229146
15004PW000,"Wound Prep, Ch/Inf, F/N/Hf/G","Professional Service",549.29,15004,0960,OP,201.99,480.57382099999995,203.23729999999998,N/A,N/A,N/A,323.6416679999999,347.70056999999997,340.77951599999994,242.01749999999996,494.361,494.361,521.8254999999999,497.71380000000005,312.91700000000003,355.58750000000003,N/A,374.09,605.9892460799999,284.47,494.361,N/A,521.8254999999999,231.495,398.23524999999995,466.89649999999995,702.06,494.361,N/A,N/A,201.99,702.06
15050PW000,"Pinch Graft >/1; <2.0cm Diam","Professional Service",878.86,15050,0960,OP,341.19,768.914614,325.1782,N/A,N/A,N/A,517.824312,556.31838,545.244744,404.48949999999996,790.974,790.974,834.917,835.0254,539.6270000000001,613.2125,497.0375,640.1,861.7045068000001,490.57,790.974,N/A,834.917,386.9030000000001,637.1735,747.031,989.45,790.974,N/A,N/A,325.1782,989.45
15050W0000,"Pinch Graft >/1; <2.0cm diam","Facility ",772.41,15050,0761,OP,686.6724899999999,675.781509,285.7917,N/A,N/A,N/A,455.10397199999994,488.93552999999997,479.20316399999996,829.7896465362793,695.169,695.169,733.7895,718.3413,611.6774875081416,699.0599857235903,718.3413,733.7895,585.332298,669.9324863184407,695.169,695.169,733.7895,471.94250999999997,539.91459,656.5485,455.72189999999995,695.169,N/A,N/A,285.7917,829.7896465362793
15100PW000,"Split Graft 100 Sq Cm","Professional Service",1414.59,15100,0960,OP,536.59,1237.624791,523.3983,N/A,N/A,N/A,833.4764279999998,895.43547,877.6116359999999,641.8494999999999,1273.1309999999999,1273.1309999999999,1343.8604999999998,1332.3591000000001,845.229,960.4875,894.25,1006.85,1309.0791179999999,768.39,1273.1309999999999,N/A,1343.8604999999998,613.9430000000001,1025.57775,1202.4015,1496.41,1273.1309999999999,N/A,N/A,523.3983,1496.41
15110PW000,"Cellutome Trnk Legs Arm","Professional Service",2450.05,15110,0960,OP,526.55,2143.548745,906.5185,N/A,N/A,N/A,1443.56946,1550.88165,1520.01102,621.6899999999999,2205.045,2205.045,2327.5475,1381.392,816.1450000000001,927.4375,N/A,975.56,1210.96173168,741.95,2205.045,N/A,2327.5475,594.6600000000001,1776.28625,2082.5425,1373.45,2205.045,N/A,N/A,526.55,2327.5475
15110W0000,"Cellutome Trnk Legs Arm","Facility ",8465.24,15110,0761,OP,7525.59836,7406.2384759999995,3132.1387999999997,N/A,N/A,N/A,4987.719407999999,5358.49692,5251.834895999999,N/A,7618.716,7618.716,8041.977999999999,7872.6732,1997.0845398255028,2282.382331229146,7872.6732,8041.977999999999,6414.958872,2187.2830674279317,7618.716,7618.716,8041.977999999999,5172.26164,5917.202759999999,7195.454,4994.491599999999,7618.716,N/A,N/A,1997.0845398255028,8041.977999999999
15115PW000,"Cellutome Head Feet Hands","Professional Service",2478.26,15115,0960,OP,536.63,2168.229674,916.9562000000001,N/A,N/A,N/A,1460.190792,1568.7385800000002,1537.512504,642.0334999999999,2230.434,2230.434,2354.347,1404.4514000000001,806.619,916.6125,N/A,962.84,1201.30250712,733.29,2230.434,N/A,2354.347,614.119,1796.7385000000002,2106.521,1387.55,2230.434,N/A,N/A,536.63,2354.347
15115W0000,"Cellutome Head Feet Hands","Facility ",5134.98,15115,0761,OP,4564.997219999999,4492.594002,1899.9425999999999,N/A,N/A,N/A,3025.5302159999997,3250.4423399999996,3185.7415919999994,N/A,4621.482,4621.482,4878.231,4775.5314,1997.0845398255028,2282.382331229146,4775.5314,4878.231,3891.287844,2187.2830674279317,4621.482,4621.482,4878.231,3137.4727799999996,3589.3510199999996,4364.732999999999,3029.6381999999994,4621.482,N/A,N/A,1899.9425999999999,4878.231
15271PW000,"Apl Grft Trunk<1001St 25Sqcm","Professional Service",136.49,15271,0960,OP,62.54,119.415101,50.5013,N/A,N/A,N/A,80.41990799999999,86.39817000000001,84.67839599999999,75.41699999999999,122.84100000000001,122.84100000000001,129.6655,160.0945,100.02300000000001,113.66250000000001,N/A,119.81,221.1454044,90.93,122.84100000000001,N/A,129.6655,72.138,98.95525,116.01650000000001,246.33,122.84100000000001,N/A,N/A,50.5013,246.33
15271W0000,"Apl Grft Trunk<100 1St 25Sqcm","Facility ",4323.46,15271,0761,OP,3843.55594,3782.595154,1599.6802,N/A,N/A,N/A,2547.382632,2736.75018,2682.274584,N/A,3891.114,3891.114,4107.287,4020.8178000000003,1997.0845398255028,2282.382331229146,4020.8178000000003,4107.287,3276.3179880000002,2187.2830674279317,3891.114,3891.114,4107.287,2641.63406,3022.09854,3674.941,2550.8414,3891.114,N/A,N/A,1599.6802,4107.287
15272PW000,"Apl Grft Trunk<100,Ad 25Sqcm","Professional Service",25.77,15272,0960,OP,12.66,22.546173,9.5349,N/A,N/A,N/A,15.183683999999998,16.31241,15.987707999999998,15.283499999999998,23.193,23.193,24.481499999999997,31.693100000000005,20.735000000000003,23.5625,N/A,24.94,40.670419200000005,18.85,23.193,N/A,24.481499999999997,14.619,18.683249999999997,21.9045,47.15,23.193,N/A,N/A,9.5349,47.15
15272W0000,"Apl Grft Trunk<100  Ad 25Sqcm","Facility ",2161.71,15272,0761,OP,1921.76019,1891.2800790000001,799.8327,N/A,N/A,N/A,1273.6795319999999,1368.3624300000001,1341.1248839999998,N/A,1945.539,1945.539,2053.6245,2010.3903000000003,N/A,N/A,2010.3903000000003,2053.6245,1638.1438380000002,N/A,1945.539,1945.539,2053.6245,1320.80481,1511.03529,1837.4535,1275.4089,1945.539,N/A,N/A,799.8327,2053.6245
15273PW000,"Apl Grft Trnk>/100Inf 1st100","Professional Service",310.58,15273,0960,OP,148.59,271.72644199999996,114.9146,N/A,N/A,N/A,182.99373599999998,196.59714,192.68383199999997,178.68699999999998,279.522,279.522,295.051,381.4213,237.336,269.7,N/A,284.6,465.1679196,215.76,279.522,N/A,295.051,170.918,225.17049999999998,263.993,522.53,279.522,N/A,N/A,114.9146,522.53
